"Statistic","Year","Electoral Division","UNIT","VALUE"
"Household median gross income","2016","063 Stillorgan-Deerpark, Dún Laoghaire-Rathdown","Euro","83999"
"Household median gross income","2016","064 Stillorgan-Kilmacud, Dún Laoghaire-Rathdown","Euro","70719"
"Household median gross income","2016","065 Stillorgan-Leopardstown, Dún Laoghaire-Rathdown","Euro","80949"
"Household median gross income","2016","066 Stillorgan-Merville, Dún Laoghaire-Rathdown","Euro","82500"
"Household median gross income","2016","067 Stillorgan-Mount Merrion, Dún Laoghaire-Rathdown","Euro","90248"
"Household median gross income","2016","068 Stillorgan-Priory, Dún Laoghaire-Rathdown","Euro","78957"
"Household median gross income","2016","069 Tibradden, Dún Laoghaire-Rathdown","Euro","73162"
"Household median gross income","2016","001 Athy East Urban, Co. Kildare","Euro","33959"
"Household median gross income","2016","002 Athy West Urban, Co. Kildare","Euro","29301"
"Household median gross income","2016","003 Naas Urban, Co. Kildare","Euro","61370"
"Household median gross income","2016","004 Athy Rural (Part Rural), Co. Kildare","Euro","42415"
"Household median gross income","2016","005 Ballaghmoon, Co. Kildare","Euro","40799"
"Household median gross income","2016","006 Ballitore, Co. Kildare","Euro","40196"
"Household median gross income","2016","007 Ballybrackan, Co. Kildare","Euro","44625"
"Household median gross income","2016","008 Ballyshannon, Co. Kildare","Euro","61409"
"Household median gross income","2016","009 Belan, Co. Kildare","Euro","50257"
"Household median gross income","2016","010 Bert, Co. Kildare","Euro","52232"
"Household median gross income","2016","011 Burtown, Co. Kildare","Euro","42078"
"Household median gross income","2016","012 Carrigeen, Co. Kildare","Euro","48501"
"Household median gross income","2016","013 Castledermot, Co. Kildare","Euro","39958"
"Household median gross income","2016","014 Churchtown, Co. Kildare","Euro","43808"
"Household median gross income","2016","015 Dunmanoge, Co. Kildare","Euro","49145"
"Household median gross income","2016","016 Fontstown, Co. Kildare","Euro","51013"
"Household median gross income","2016","017 Graney, Co. Kildare","Euro","44898"
"Household median gross income","2016","018 Grangemellon, Co. Kildare","Euro","41415"
"Household median gross income","2016","019 Harristown, Co. Kildare","Euro","49464"
"Household median gross income","2016","020 Inchaquire, Co. Kildare","Euro","54641"
"Household median gross income","2016","021 Johnstown, Co. Kildare","Euro","48143"
"Household median gross income","2016","022 Kilberry, Co. Kildare","Euro","42139"
"Household median gross income","2016","023 Kildangan, Co. Kildare","Euro","66181"
"Household median gross income","2016","024 Kilkea, Co. Kildare","Euro","42723"
"Household median gross income","2016","025 Kilrush, Co. Kildare","Euro","66654"
"Household median gross income","2016","026 Lackagh, Co. Kildare","Euro","51079"
"Household median gross income","2016","027 Monasterevin, Co. Kildare","Euro","42025"
"Household median gross income","2016","028 Moone, Co. Kildare","Euro","58948"
"Household median gross income","2016","029 Narraghmore, Co. Kildare","Euro","64823"
"Household median gross income","2016","030 Nurney, Co. Kildare","Euro","53698"
"Household median gross income","2016","031 Quinsborough, Co. Kildare","Euro","61933"
"Household median gross income","2016","032 Skerries, Co. Kildare","Euro","38022"
"Household median gross income","2016","033 Balraheen, Co. Kildare","Euro","63910"
"Household median gross income","2016","034 Celbridge, Co. Kildare","Euro","63502"
"Household median gross income","2016","035 Cloncurry, Co. Kildare","Euro","67900"
"Household median gross income","2016","036 Donadea, Co. Kildare","Euro","56533"
"Household median gross income","2016","037 Donaghcumper, Co. Kildare","Euro","67963"
"Household median gross income","2016","038 Kilcock, Co. Kildare","Euro","58972"
"Household median gross income","2016","039 Leixlip, Co. Kildare","Euro","62616"
"Household median gross income","2016","040 Maynooth, Co. Kildare","Euro","65021"
"Household median gross income","2016","041 Straffan, Co. Kildare","Euro","74953"
"Household median gross income","2016","042 Ballynadrumny, Co. Kildare","Euro","43902"
"Household median gross income","2016","043 Cadamstown, Co. Kildare","Euro","59350"
"Household median gross income","2016","044 Carbury, Co. Kildare","Euro","45599"
"Household median gross income","2016","045 Carrick, Co. Kildare","Euro","45697"
"Household median gross income","2016","046 Cloncurry, Co. Kildare","Euro","48936"
"Household median gross income","2016","047 Drehid, Co. Kildare","Euro","48366"
"Household median gross income","2016","048 Dunfierth, Co. Kildare","Euro","62719"
"Household median gross income","2016","049 Killinthomas, Co. Kildare","Euro","56475"
"Household median gross income","2016","050 Kilpatrick, Co. Kildare","Euro","43749"
"Household median gross income","2016","051 Kilrainy, Co. Kildare","Euro","50963"
"Household median gross income","2016","052 Lullymore, Co. Kildare","Euro","44819"
"Household median gross income","2016","053 Rathangan, Co. Kildare","Euro","43264"
"Household median gross income","2016","054 Thomastown, Co. Kildare","Euro","59703"
"Household median gross income","2016","055 Windmill Cross, Co. Kildare","Euro","43476"
"Household median gross income","2016","056 Ballymore Eustace, Co. Kildare","Euro","53906"
"Household median gross income","2016","057 Ballysax East, Co. Kildare","Euro","50212"
"Household median gross income","2016","058 Ballysax West, Co. Kildare","Euro","46588"
"Household median gross income","2016","059 Bodenstown, Co. Kildare","Euro","60914"
"Household median gross income","2016","060 Carnalway, Co. Kildare","Euro","54364"
"Household median gross income","2016","061 Carragh, Co. Kildare","Euro","73753"
"Household median gross income","2016","062 Clane, Co. Kildare","Euro","55977"
"Household median gross income","2016","063 Donore, Co. Kildare","Euro","64923"
"Household median gross income","2016","064 Downings, Co. Kildare","Euro","50286"
"Household median gross income","2016","065 Droichead Nua (Newbridge) Rural, Co. Kildare","Euro","72227"
"Household median gross income","2016","066 Droichead Nua (Newbridge) Urban, Co. Kildare","Euro","41575"
"Household median gross income","2016","067 Dunmurry, Co. Kildare","Euro","66944"
"Household median gross income","2016","068 Feighcullen, Co. Kildare","Euro","54110"
"Household median gross income","2016","069 Gilltown, Co. Kildare","Euro","54476"
"Household median gross income","2016","070 Kilcullen, Co. Kildare","Euro","50561"
"Household median gross income","2016","071 Kildare, Co. Kildare","Euro","43451"
"Household median gross income","2016","072 Kill, Co. Kildare","Euro","62007"
"Household median gross income","2016","073 Killashee, Co. Kildare","Euro","69408"
"Household median gross income","2016","074 Kilmeage North, Co. Kildare","Euro","49427"
"Household median gross income","2016","075 Kilmeage South, Co. Kildare","Euro","46612"
"Household median gross income","2016","076 Kilteel, Co. Kildare","Euro","69979"
"Household median gross income","2016","077 Ladytown, Co. Kildare","Euro","87719"
"Household median gross income","2016","078 Morristownbiller, Co. Kildare","Euro","53369"
"Household median gross income","2016","079 Naas Rural, Co. Kildare","Euro","63368"
"Household median gross income","2016","080 Newtown, Co. Kildare","Euro","62815"
"Household median gross income","2016","081 Oldconnell, Co. Kildare","Euro","54322"
"Household median gross income","2016","082 Oughterard, Co. Kildare","Euro","73474"
"Household median gross income","2016","083 Pollardstown, Co. Kildare","Euro","49440"
"Household median gross income","2016","084 Rathernan, Co. Kildare","Euro","49108"
"Household median gross income","2016","085 Rathmore, Co. Kildare","Euro","75519"
"Household median gross income","2016","086 Robertstown, Co. Kildare","Euro","40553"
"Household median gross income","2016","087 Timahoe North, Co. Kildare","Euro","51972"
"Household median gross income","2016","088 Timahoe South, Co. Kildare","Euro","50204"
"Household median gross income","2016","089 Usk, Co. Kildare","Euro","52288"
"Household median gross income","2016","001 Kilkenny No. 1 Urban, Co. Kilkenny","Euro","33538"
"Household median gross income","2016","002 Kilkenny No. 2 Urban, Co. Kilkenny","Euro","34923"
"Household median gross income","2016","003 Burnchurch, Co. Kilkenny","Euro","53917"
"Household median gross income","2016","004 Callan Rural, Co. Kilkenny","Euro","47291"
"Household median gross income","2016","005 Callan Urban, Co. Kilkenny","Euro","34881"
"Household median gross income","2016","006 Coolaghmore, Co. Kilkenny","Euro","48020"
"Household median gross income","2016","007 Dunamaggan, Co. Kilkenny","Euro","40588"
"Household median gross income","2016","008 Earlstown, Co. Kilkenny","Euro","54113"
"Household median gross income","2016","009 Kells, Co. Kilkenny","Euro","50012"
"Household median gross income","2016","010 Killamery, Co. Kilkenny","Euro","39734"
"Household median gross income","2016","011 Kilmaganny, Co. Kilkenny","Euro","40597"
"Household median gross income","2016","012 Kilmanagh, Co. Kilkenny","Euro","49576"
"Household median gross income","2016","013 Mallardstown, Co. Kilkenny","Euro","40651"
"Household median gross income","2016","014 Scotsborough, Co. Kilkenny","Euro","39573"
"Household median gross income","2016","015 Tullaghanbrogue, Co. Kilkenny","Euro","55843"
"Household median gross income","2016","016 Boolyglass, Co. Kilkenny","Euro","48825"
"Household median gross income","2016","017 Fiddown, Co. Kilkenny","Euro","47359"
"Household median gross income","2016","018 Muckalee, Co. Kilkenny","Euro","48618"
"Household median gross income","2016","019 Pilltown, Co. Kilkenny","Euro","39030"
"Household median gross income","2016","020 Templeorum, Co. Kilkenny","Euro","45116"
"Household median gross income","2016","021 Tubbrid, Co. Kilkenny","Euro","48881"
"Household median gross income","2016","022 Tullahought, Co. Kilkenny","Euro","48380"
"Household median gross income","2016","023 Whitechurch, Co. Kilkenny","Euro","48378"
"Household median gross income","2016","024 Attanagh, Co. Kilkenny","Euro","59041"
"Household median gross income","2016","025 Ballyragget, Co. Kilkenny","Euro","42182"
"Household median gross income","2016","026 Castlecomer, Co. Kilkenny","Euro","36028"
"Household median gross income","2016","027 Clogh, Co. Kilkenny","Euro","38052"
"Household median gross income","2016","028 Clogharinka, Co. Kilkenny","Euro","51305"
"Household median gross income","2016","029 Kilmacar, Co. Kilkenny","Euro","57438"
"Household median gross income","2016","030 Moneenroe, Co. Kilkenny","Euro","40795"
"Household median gross income","2016","031 Mothell, Co. Kilkenny","Euro","46579"
"Household median gross income","2016","032 Muckalee, Co. Kilkenny","Euro","65513"
"Household median gross income","2016","033 Brownsford, Co. Kilkenny","Euro","51865"
"Household median gross income","2016","034 Dysartmoon, Co. Kilkenny","Euro","43807"
"Household median gross income","2016","035 Jerpoint West, Co. Kilkenny","Euro","50922"
"Household median gross income","2016","036 Listerlin, Co. Kilkenny","Euro","50744"
"Household median gross income","2016","037 Rosbercon Rural, Co. Kilkenny","Euro","41912"
"Household median gross income","2016","038 Shanbogh, Co. Kilkenny","Euro","49223"
"Household median gross income","2016","039 The Rower, Co. Kilkenny","Euro","50239"
