"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Median Price","2011","Limerick","Existing","Filings","All Buyer Types","All Sale Types","Euro","102750"
"Median Price","2011","Limerick","Existing","Filings","All Buyer Types","Market","Euro","166500"
"Median Price","2011","Limerick","Existing","Filings","All Buyer Types","Non-Market","Euro","0"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - All","All Sale Types","Euro","103000"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - All","Market","Euro","166750"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","157000"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","166500"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","0"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","87750"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","173000"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","60000"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Market","Euro","153000"
"Median Price","2011","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2011","Limerick","Existing","Filings","Non-Household Buyer","All Sale Types","Euro","65000"
"Median Price","2011","Limerick","Existing","Filings","Non-Household Buyer","Market","Euro","140000"
"Median Price","2011","Limerick","Existing","Filings","Non-Household Buyer","Non-Market","Euro","10"
"Median Price","2011","Limerick","Existing","Executions","All Buyer Types","All Sale Types","Euro","105000"
"Median Price","2011","Limerick","Existing","Executions","All Buyer Types","Market","Euro","167000"
"Median Price","2011","Limerick","Existing","Executions","All Buyer Types","Non-Market","Euro","0"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - All","All Sale Types","Euro","105000"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - All","Market","Euro","167500"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","157000"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","171500"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","0"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","95000"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","172000"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","61000"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Market","Euro","133000"
"Median Price","2011","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2011","Limerick","Existing","Executions","Non-Household Buyer","All Sale Types","Euro","140000"
"Median Price","2011","Limerick","Existing","Executions","Non-Household Buyer","Market","Euro","140000"
"Median Price","2011","Limerick","Existing","Executions","Non-Household Buyer","Non-Market","Euro","10"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","All Buyer Types","All Sale Types","Euro","95000"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Market","Euro","150000"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Non-Market","Euro","0"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","All Sale Types","Euro","91000"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Market","Euro","150000"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","150000"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","160000"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","27100"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","80000"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","160000"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","51000"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Market","Euro","97157"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","All Sale Types","Euro","106611"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Market","Euro","113000"
"Median Price","2012","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Non-Market","Euro","55000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","All Buyer Types","All Sale Types","Euro","96000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Market","Euro","149820"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Non-Market","Euro","0"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","All Sale Types","Euro","95000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Market","Euro","150000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","143000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","150000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","29200"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","85000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","160000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","55000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Market","Euro","100000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","All Sale Types","Euro","100111"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Market","Euro","113000"
"Median Price","2012","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Non-Market","Euro","10"
"Median Price","2012","Limerick","New","Filings","All Buyer Types","All Sale Types","Euro","147872"
"Median Price","2012","Limerick","New","Filings","All Buyer Types","Market","Euro","193513"
"Median Price","2012","Limerick","New","Filings","All Buyer Types","Non-Market","Euro","0"
"Median Price","2012","Limerick","New","Filings","Household Buyer - All","All Sale Types","Euro","154113"
"Median Price","2012","Limerick","New","Filings","Household Buyer - All","Market","Euro","200001"
"Median Price","2012","Limerick","New","Filings","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2012","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","199414"
"Median Price","2012","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","209988"
"Median Price","2012","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","170250"
"Median Price","2012","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","228650"
"Median Price","2012","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","101611"
"Median Price","2012","Limerick","New","Filings","Household Buyer - Non-Occupier","Market","Euro","121608"
"Median Price","2012","Limerick","New","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","New","Filings","Non-Household Buyer","All Sale Types","Euro","133363"
"Median Price","2012","Limerick","New","Filings","Non-Household Buyer","Market","Euro","136200"
"Median Price","2012","Limerick","New","Filings","Non-Household Buyer","Non-Market","Euro","1"
"Median Price","2012","Limerick","New","Executions","All Buyer Types","All Sale Types","Euro","134370"
"Median Price","2012","Limerick","New","Executions","All Buyer Types","Market","Euro","156063"
"Median Price","2012","Limerick","New","Executions","All Buyer Types","Non-Market","Euro","0"
"Median Price","2012","Limerick","New","Executions","Household Buyer - All","All Sale Types","Euro","134370"
"Median Price","2012","Limerick","New","Executions","Household Buyer - All","Market","Euro","167413"
"Median Price","2012","Limerick","New","Executions","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2012","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","154644"
"Median Price","2012","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","164575"
"Median Price","2012","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","170250"
"Median Price","2012","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","228650"
"Median Price","2012","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","100858"
"Median Price","2012","Limerick","New","Executions","Household Buyer - Non-Occupier","Market","Euro","116444"
"Median Price","2012","Limerick","New","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","New","Executions","Non-Household Buyer","All Sale Types","Euro","133363"
"Median Price","2012","Limerick","New","Executions","Non-Household Buyer","Market","Euro","136200"
"Median Price","2012","Limerick","New","Executions","Non-Household Buyer","Non-Market","Euro","1"
"Median Price","2012","Limerick","Existing","Filings","All Buyer Types","All Sale Types","Euro","86000"
"Median Price","2012","Limerick","Existing","Filings","All Buyer Types","Market","Euro","150000"
"Median Price","2012","Limerick","Existing","Filings","All Buyer Types","Non-Market","Euro","0"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - All","All Sale Types","Euro","85000"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - All","Market","Euro","150000"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","145000"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","152000"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","33750"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","80000"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","156000"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","50000"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Market","Euro","80000"
"Median Price","2012","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","Existing","Filings","Non-Household Buyer","All Sale Types","Euro","100111"
"Median Price","2012","Limerick","Existing","Filings","Non-Household Buyer","Market","Euro","100111"
"Median Price","2012","Limerick","Existing","Filings","Non-Household Buyer","Non-Market","Euro","114000"
"Median Price","2012","Limerick","Existing","Executions","All Buyer Types","All Sale Types","Euro","91000"
"Median Price","2012","Limerick","Existing","Executions","All Buyer Types","Market","Euro","145000"
"Median Price","2012","Limerick","Existing","Executions","All Buyer Types","Non-Market","Euro","0"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - All","All Sale Types","Euro","90000"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - All","Market","Euro","150000"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","140000"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","150000"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","30413"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","85000"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","156000"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","50000"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Market","Euro","90000"
"Median Price","2012","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2012","Limerick","Existing","Executions","Non-Household Buyer","All Sale Types","Euro","100000"
"Median Price","2012","Limerick","Existing","Executions","Non-Household Buyer","Market","Euro","100111"
"Median Price","2012","Limerick","Existing","Executions","Non-Household Buyer","Non-Market","Euro","27505"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","All Buyer Types","All Sale Types","Euro","99500"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Market","Euro","126000"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Non-Market","Euro","0"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","All Sale Types","Euro","100000"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Market","Euro","127000"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","127250"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","135000"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","20000"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","99500"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","137750"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","48500"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Market","Euro","82000"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","All Sale Types","Euro","93000"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Market","Euro","102500"
"Median Price","2013","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Non-Market","Euro","30330"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","All Buyer Types","All Sale Types","Euro","100000"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Market","Euro","125000"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Non-Market","Euro","0"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","All Sale Types","Euro","100000"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Market","Euro","125000"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","125000"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","132500"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","20000"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","100000"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","140000"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","49125"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Market","Euro","77500"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","All Sale Types","Euro","101400"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Market","Euro","118500"
"Median Price","2013","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Non-Market","Euro","39913"
"Median Price","2013","Limerick","New","Filings","All Buyer Types","All Sale Types","Euro","141334"
"Median Price","2013","Limerick","New","Filings","All Buyer Types","Market","Euro","145535"
"Median Price","2013","Limerick","New","Filings","All Buyer Types","Non-Market","Euro","2838"
"Median Price","2013","Limerick","New","Filings","Household Buyer - All","All Sale Types","Euro","141875"
"Median Price","2013","Limerick","New","Filings","Household Buyer - All","Market","Euro","149820"
"Median Price","2013","Limerick","New","Filings","Household Buyer - All","Non-Market","Euro","2838"
"Median Price","2013","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","134998"
"Median Price","2013","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","135000"
"Median Price","2013","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","15837"
"Median Price","2013","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","196870"
"Median Price","2013","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","204685"
"Median Price","2013","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2013","Limerick","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","199719"
"Median Price","2013","Limerick","New","Filings","Household Buyer - Non-Occupier","Market","Euro","204450"
"Median Price","2013","Limerick","New","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","1"
"Median Price","2013","Limerick","New","Filings","Non-Household Buyer","All Sale Types","Euro","61574"
"Median Price","2013","Limerick","New","Filings","Non-Household Buyer","Market","Euro","61574"
"Median Price","2013","Limerick","New","Filings","Non-Household Buyer","Non-Market","Euro",""
"Median Price","2013","Limerick","New","Executions","All Buyer Types","All Sale Types","Euro","130525"
"Median Price","2013","Limerick","New","Executions","All Buyer Types","Market","Euro","134995"
"Median Price","2013","Limerick","New","Executions","All Buyer Types","Non-Market","Euro","4541"
"Median Price","2013","Limerick","New","Executions","Household Buyer - All","All Sale Types","Euro","132163"
"Median Price","2013","Limerick","New","Executions","Household Buyer - All","Market","Euro","135000"
"Median Price","2013","Limerick","New","Executions","Household Buyer - All","Non-Market","Euro","4541"
"Median Price","2013","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","125000"
"Median Price","2013","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","125675"
"Median Price","2013","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","46312"
"Median Price","2013","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","141875"
"Median Price","2013","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","173033"
"Median Price","2013","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2013","Limerick","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","204450"
"Median Price","2013","Limerick","New","Executions","Household Buyer - Non-Occupier","Market","Euro","209725"
"Median Price","2013","Limerick","New","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","1"
"Median Price","2013","Limerick","New","Executions","Non-Household Buyer","All Sale Types","Euro","61574"
"Median Price","2013","Limerick","New","Executions","Non-Household Buyer","Market","Euro","61574"
"Median Price","2013","Limerick","New","Executions","Non-Household Buyer","Non-Market","Euro",""
"Median Price","2013","Limerick","Existing","Filings","All Buyer Types","All Sale Types","Euro","93000"
"Median Price","2013","Limerick","Existing","Filings","All Buyer Types","Market","Euro","122500"
"Median Price","2013","Limerick","Existing","Filings","All Buyer Types","Non-Market","Euro","0"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - All","All Sale Types","Euro","93000"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - All","Market","Euro","122500"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","123750"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","138000"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","20000"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","95000"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","133000"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","45000"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Market","Euro","75000"
"Median Price","2013","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2013","Limerick","Existing","Filings","Non-Household Buyer","All Sale Types","Euro","93000"
"Median Price","2013","Limerick","Existing","Filings","Non-Household Buyer","Market","Euro","125000"
"Median Price","2013","Limerick","Existing","Filings","Non-Household Buyer","Non-Market","Euro","30330"
"Median Price","2013","Limerick","Existing","Executions","All Buyer Types","All Sale Types","Euro","95000"
"Median Price","2013","Limerick","Existing","Executions","All Buyer Types","Market","Euro","125000"
"Median Price","2013","Limerick","Existing","Executions","All Buyer Types","Non-Market","Euro","0"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - All","All Sale Types","Euro","94000"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - All","Market","Euro","125000"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","122500"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","133000"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","20000"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","99000"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","140000"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","47500"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Market","Euro","75000"
"Median Price","2013","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2013","Limerick","Existing","Executions","Non-Household Buyer","All Sale Types","Euro","120000"
"Median Price","2013","Limerick","Existing","Executions","Non-Household Buyer","Market","Euro","126000"
"Median Price","2013","Limerick","Existing","Executions","Non-Household Buyer","Non-Market","Euro","39913"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","All Buyer Types","All Sale Types","Euro","90000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Market","Euro","105000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Non-Market","Euro","0"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","All Sale Types","Euro","95000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Market","Euro","115000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Non-Market","Euro","0"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","117500"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","125000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","11000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","110000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","135000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","66111"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Market","Euro","74000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","0"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","All Sale Types","Euro","75000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Market","Euro","85000"
"Median Price","2014","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Non-Market","Euro","47500"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","All Buyer Types","All Sale Types","Euro","85313"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Market","Euro","100000"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Non-Market","Euro","0"
"Median Price","2014","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","All Sale Types","Euro","93000"
