Statistic,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment Rate,2009M03,15 - 74 years,Female,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2009M03,25 - 74 years,Both sexes,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2009M03,25 - 74 years,Male,%,11.1
Seasonally Adjusted Monthly Unemployment Rate,2009M03,25 - 74 years,Female,%,7.2
Seasonally Adjusted Monthly Unemployment Rate,2009M04,15 - 24 years,Both sexes,%,23.2
Seasonally Adjusted Monthly Unemployment Rate,2009M04,15 - 24 years,Male,%,29.9
Seasonally Adjusted Monthly Unemployment Rate,2009M04,15 - 24 years,Female,%,15.9
Seasonally Adjusted Monthly Unemployment Rate,2009M04,15 - 74 years,Both sexes,%,12.2
Seasonally Adjusted Monthly Unemployment Rate,2009M04,15 - 74 years,Male,%,14.7
Seasonally Adjusted Monthly Unemployment Rate,2009M04,15 - 74 years,Female,%,9
Seasonally Adjusted Monthly Unemployment Rate,2009M04,25 - 74 years,Both sexes,%,9.9
Seasonally Adjusted Monthly Unemployment Rate,2009M04,25 - 74 years,Male,%,11.8
Seasonally Adjusted Monthly Unemployment Rate,2009M04,25 - 74 years,Female,%,7.4
Seasonally Adjusted Monthly Unemployment Rate,2009M05,15 - 24 years,Both sexes,%,24.5
Seasonally Adjusted Monthly Unemployment Rate,2009M05,15 - 24 years,Male,%,31.5
Seasonally Adjusted Monthly Unemployment Rate,2009M05,15 - 24 years,Female,%,16.7
Seasonally Adjusted Monthly Unemployment Rate,2009M05,15 - 74 years,Both sexes,%,12.7
Seasonally Adjusted Monthly Unemployment Rate,2009M05,15 - 74 years,Male,%,15.3
Seasonally Adjusted Monthly Unemployment Rate,2009M05,15 - 74 years,Female,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2009M05,25 - 74 years,Both sexes,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2009M05,25 - 74 years,Male,%,12.2
Seasonally Adjusted Monthly Unemployment Rate,2009M05,25 - 74 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2009M06,15 - 24 years,Both sexes,%,25.1
Seasonally Adjusted Monthly Unemployment Rate,2009M06,15 - 24 years,Male,%,32.3
Seasonally Adjusted Monthly Unemployment Rate,2009M06,15 - 24 years,Female,%,17.2
Seasonally Adjusted Monthly Unemployment Rate,2009M06,15 - 74 years,Both sexes,%,12.9
Seasonally Adjusted Monthly Unemployment Rate,2009M06,15 - 74 years,Male,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2009M06,15 - 74 years,Female,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2009M06,25 - 74 years,Both sexes,%,10.4
Seasonally Adjusted Monthly Unemployment Rate,2009M06,25 - 74 years,Male,%,12.4
Seasonally Adjusted Monthly Unemployment Rate,2009M06,25 - 74 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2009M07,15 - 24 years,Both sexes,%,25.4
Seasonally Adjusted Monthly Unemployment Rate,2009M07,15 - 24 years,Male,%,32.8
Seasonally Adjusted Monthly Unemployment Rate,2009M07,15 - 24 years,Female,%,17.5
Seasonally Adjusted Monthly Unemployment Rate,2009M07,15 - 74 years,Both sexes,%,13
Seasonally Adjusted Monthly Unemployment Rate,2009M07,15 - 74 years,Male,%,15.7
Seasonally Adjusted Monthly Unemployment Rate,2009M07,15 - 74 years,Female,%,9.8
Seasonally Adjusted Monthly Unemployment Rate,2009M07,25 - 74 years,Both sexes,%,10.6
Seasonally Adjusted Monthly Unemployment Rate,2009M07,25 - 74 years,Male,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2009M07,25 - 74 years,Female,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2009M08,15 - 24 years,Both sexes,%,25.5
Seasonally Adjusted Monthly Unemployment Rate,2009M08,15 - 24 years,Male,%,32.4
Seasonally Adjusted Monthly Unemployment Rate,2009M08,15 - 24 years,Female,%,18.1
Seasonally Adjusted Monthly Unemployment Rate,2009M08,15 - 74 years,Both sexes,%,13.2
Seasonally Adjusted Monthly Unemployment Rate,2009M08,15 - 74 years,Male,%,15.7
Seasonally Adjusted Monthly Unemployment Rate,2009M08,15 - 74 years,Female,%,10.1
Seasonally Adjusted Monthly Unemployment Rate,2009M08,25 - 74 years,Both sexes,%,10.9
Seasonally Adjusted Monthly Unemployment Rate,2009M08,25 - 74 years,Male,%,12.7
Seasonally Adjusted Monthly Unemployment Rate,2009M08,25 - 74 years,Female,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2009M09,15 - 24 years,Both sexes,%,26.7
Seasonally Adjusted Monthly Unemployment Rate,2009M09,15 - 24 years,Male,%,34.5
Seasonally Adjusted Monthly Unemployment Rate,2009M09,15 - 24 years,Female,%,18.3
Seasonally Adjusted Monthly Unemployment Rate,2009M09,15 - 74 years,Both sexes,%,13.7
Seasonally Adjusted Monthly Unemployment Rate,2009M09,15 - 74 years,Male,%,16.3
Seasonally Adjusted Monthly Unemployment Rate,2009M09,15 - 74 years,Female,%,10.5
Seasonally Adjusted Monthly Unemployment Rate,2009M09,25 - 74 years,Both sexes,%,11.2
Seasonally Adjusted Monthly Unemployment Rate,2009M09,25 - 74 years,Male,%,13
Seasonally Adjusted Monthly Unemployment Rate,2009M09,25 - 74 years,Female,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2009M10,15 - 24 years,Both sexes,%,27.2
Seasonally Adjusted Monthly Unemployment Rate,2009M10,15 - 24 years,Male,%,35.4
Seasonally Adjusted Monthly Unemployment Rate,2009M10,15 - 24 years,Female,%,18.2
Seasonally Adjusted Monthly Unemployment Rate,2009M10,15 - 74 years,Both sexes,%,13.8
Seasonally Adjusted Monthly Unemployment Rate,2009M10,15 - 74 years,Male,%,16.5
Seasonally Adjusted Monthly Unemployment Rate,2009M10,15 - 74 years,Female,%,10.4
Seasonally Adjusted Monthly Unemployment Rate,2009M10,25 - 74 years,Both sexes,%,11.2
Seasonally Adjusted Monthly Unemployment Rate,2009M10,25 - 74 years,Male,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2009M10,25 - 74 years,Female,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2009M11,15 - 24 years,Both sexes,%,27.4
Seasonally Adjusted Monthly Unemployment Rate,2009M11,15 - 24 years,Male,%,35.5
Seasonally Adjusted Monthly Unemployment Rate,2009M11,15 - 24 years,Female,%,18.4
Seasonally Adjusted Monthly Unemployment Rate,2009M11,15 - 74 years,Both sexes,%,13.9
Seasonally Adjusted Monthly Unemployment Rate,2009M11,15 - 74 years,Male,%,16.7
Seasonally Adjusted Monthly Unemployment Rate,2009M11,15 - 74 years,Female,%,10.4
Seasonally Adjusted Monthly Unemployment Rate,2009M11,25 - 74 years,Both sexes,%,11.3
Seasonally Adjusted Monthly Unemployment Rate,2009M11,25 - 74 years,Male,%,13.2
Seasonally Adjusted Monthly Unemployment Rate,2009M11,25 - 74 years,Female,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2009M12,15 - 24 years,Both sexes,%,27.6
Seasonally Adjusted Monthly Unemployment Rate,2009M12,15 - 24 years,Male,%,35.8
Seasonally Adjusted Monthly Unemployment Rate,2009M12,15 - 24 years,Female,%,18.4
Seasonally Adjusted Monthly Unemployment Rate,2009M12,15 - 74 years,Both sexes,%,13.8
Seasonally Adjusted Monthly Unemployment Rate,2009M12,15 - 74 years,Male,%,16.7
Seasonally Adjusted Monthly Unemployment Rate,2009M12,15 - 74 years,Female,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2009M12,25 - 74 years,Both sexes,%,11.2
Seasonally Adjusted Monthly Unemployment Rate,2009M12,25 - 74 years,Male,%,13.2
Seasonally Adjusted Monthly Unemployment Rate,2009M12,25 - 74 years,Female,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2010M01,15 - 24 years,Both sexes,%,27.6
Seasonally Adjusted Monthly Unemployment Rate,2010M01,15 - 24 years,Male,%,35.1
Seasonally Adjusted Monthly Unemployment Rate,2010M01,15 - 24 years,Female,%,19.2
Seasonally Adjusted Monthly Unemployment Rate,2010M01,15 - 74 years,Both sexes,%,13.8
Seasonally Adjusted Monthly Unemployment Rate,2010M01,15 - 74 years,Male,%,16.7
Seasonally Adjusted Monthly Unemployment Rate,2010M01,15 - 74 years,Female,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2010M01,25 - 74 years,Both sexes,%,11.3
Seasonally Adjusted Monthly Unemployment Rate,2010M01,25 - 74 years,Male,%,13.5
Seasonally Adjusted Monthly Unemployment Rate,2010M01,25 - 74 years,Female,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2010M02,15 - 24 years,Both sexes,%,27.3
Seasonally Adjusted Monthly Unemployment Rate,2010M02,15 - 24 years,Male,%,34.5
Seasonally Adjusted Monthly Unemployment Rate,2010M02,15 - 24 years,Female,%,19.2
Seasonally Adjusted Monthly Unemployment Rate,2010M02,15 - 74 years,Both sexes,%,13.7
Seasonally Adjusted Monthly Unemployment Rate,2010M02,15 - 74 years,Male,%,16.5
Seasonally Adjusted Monthly Unemployment Rate,2010M02,15 - 74 years,Female,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2010M02,25 - 74 years,Both sexes,%,11.3
Seasonally Adjusted Monthly Unemployment Rate,2010M02,25 - 74 years,Male,%,13.5
Seasonally Adjusted Monthly Unemployment Rate,2010M02,25 - 74 years,Female,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2010M03,15 - 24 years,Both sexes,%,27.2
Seasonally Adjusted Monthly Unemployment Rate,2010M03,15 - 24 years,Male,%,34.2
Seasonally Adjusted Monthly Unemployment Rate,2010M03,15 - 24 years,Female,%,19.4
Seasonally Adjusted Monthly Unemployment Rate,2010M03,15 - 74 years,Both sexes,%,13.9
Seasonally Adjusted Monthly Unemployment Rate,2010M03,15 - 74 years,Male,%,16.6
Seasonally Adjusted Monthly Unemployment Rate,2010M03,15 - 74 years,Female,%,10.5
Seasonally Adjusted Monthly Unemployment Rate,2010M03,25 - 74 years,Both sexes,%,11.5
Seasonally Adjusted Monthly Unemployment Rate,2010M03,25 - 74 years,Male,%,13.6
Seasonally Adjusted Monthly Unemployment Rate,2010M03,25 - 74 years,Female,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2010M04,15 - 24 years,Both sexes,%,27
Seasonally Adjusted Monthly Unemployment Rate,2010M04,15 - 24 years,Male,%,33.9
Seasonally Adjusted Monthly Unemployment Rate,2010M04,15 - 24 years,Female,%,19.2
Seasonally Adjusted Monthly Unemployment Rate,2010M04,15 - 74 years,Both sexes,%,14.2
Seasonally Adjusted Monthly Unemployment Rate,2010M04,15 - 74 years,Male,%,16.7
Seasonally Adjusted Monthly Unemployment Rate,2010M04,15 - 74 years,Female,%,11.1
Seasonally Adjusted Monthly Unemployment Rate,2010M04,25 - 74 years,Both sexes,%,11.9
Seasonally Adjusted Monthly Unemployment Rate,2010M04,25 - 74 years,Male,%,13.8
Seasonally Adjusted Monthly Unemployment Rate,2010M04,25 - 74 years,Female,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2010M05,15 - 24 years,Both sexes,%,27.2
Seasonally Adjusted Monthly Unemployment Rate,2010M05,15 - 24 years,Male,%,34.1
Seasonally Adjusted Monthly Unemployment Rate,2010M05,15 - 24 years,Female,%,19.6
Seasonally Adjusted Monthly Unemployment Rate,2010M05,15 - 74 years,Both sexes,%,14.5
Seasonally Adjusted Monthly Unemployment Rate,2010M05,15 - 74 years,Male,%,16.9
Seasonally Adjusted Monthly Unemployment Rate,2010M05,15 - 74 years,Female,%,11.6
Seasonally Adjusted Monthly Unemployment Rate,2010M05,25 - 74 years,Both sexes,%,12.3
Seasonally Adjusted Monthly Unemployment Rate,2010M05,25 - 74 years,Male,%,14
Seasonally Adjusted Monthly Unemployment Rate,2010M05,25 - 74 years,Female,%,10.1
Seasonally Adjusted Monthly Unemployment Rate,2010M06,15 - 24 years,Both sexes,%,27.2
Seasonally Adjusted Monthly Unemployment Rate,2010M06,15 - 24 years,Male,%,34.1
Seasonally Adjusted Monthly Unemployment Rate,2010M06,15 - 24 years,Female,%,19.6
Seasonally Adjusted Monthly Unemployment Rate,2010M06,15 - 74 years,Both sexes,%,14.4
Seasonally Adjusted Monthly Unemployment Rate,2010M06,15 - 74 years,Male,%,16.9
Seasonally Adjusted Monthly Unemployment Rate,2010M06,15 - 74 years,Female,%,11.4
Seasonally Adjusted Monthly Unemployment Rate,2010M06,25 - 74 years,Both sexes,%,12.2
Seasonally Adjusted Monthly Unemployment Rate,2010M06,25 - 74 years,Male,%,14.1
Seasonally Adjusted Monthly Unemployment Rate,2010M06,25 - 74 years,Female,%,9.9
Seasonally Adjusted Monthly Unemployment Rate,2010M07,15 - 24 years,Both sexes,%,27.3
Seasonally Adjusted Monthly Unemployment Rate,2010M07,15 - 24 years,Male,%,34.1
Seasonally Adjusted Monthly Unemployment Rate,2010M07,15 - 24 years,Female,%,19.7
Seasonally Adjusted Monthly Unemployment Rate,2010M07,15 - 74 years,Both sexes,%,14.3
Seasonally Adjusted Monthly Unemployment Rate,2010M07,15 - 74 years,Male,%,16.9
Seasonally Adjusted Monthly Unemployment Rate,2010M07,15 - 74 years,Female,%,11.1
Seasonally Adjusted Monthly Unemployment Rate,2010M07,25 - 74 years,Both sexes,%,12.1
Seasonally Adjusted Monthly Unemployment Rate,2010M07,25 - 74 years,Male,%,14.2
Seasonally Adjusted Monthly Unemployment Rate,2010M07,25 - 74 years,Female,%,9.6
Seasonally Adjusted Monthly Unemployment Rate,2010M08,15 - 24 years,Both sexes,%,27.3
Seasonally Adjusted Monthly Unemployment Rate,2010M08,15 - 24 years,Male,%,33.3
Seasonally Adjusted Monthly Unemployment Rate,2010M08,15 - 24 years,Female,%,20.8
Seasonally Adjusted Monthly Unemployment Rate,2010M08,15 - 74 years,Both sexes,%,14.4
Seasonally Adjusted Monthly Unemployment Rate,2010M08,15 - 74 years,Male,%,16.9
Seasonally Adjusted Monthly Unemployment Rate,2010M08,15 - 74 years,Female,%,11.4
Seasonally Adjusted Monthly Unemployment Rate,2010M08,25 - 74 years,Both sexes,%,12.3
Seasonally Adjusted Monthly Unemployment Rate,2010M08,25 - 74 years,Male,%,14.4
Seasonally Adjusted Monthly Unemployment Rate,2010M08,25 - 74 years,Female,%,9.7
Seasonally Adjusted Monthly Unemployment Rate,2010M09,15 - 24 years,Both sexes,%,29.1
Seasonally Adjusted Monthly Unemployment Rate,2010M09,15 - 24 years,Male,%,35.4
Seasonally Adjusted Monthly Unemployment Rate,2010M09,15 - 24 years,Female,%,22.4
Seasonally Adjusted Monthly Unemployment Rate,2010M09,15 - 74 years,Both sexes,%,15
Seasonally Adjusted Monthly Unemployment Rate,2010M09,15 - 74 years,Male,%,17.6
Seasonally Adjusted Monthly Unemployment Rate,2010M09,15 - 74 years,Female,%,11.8
Seasonally Adjusted Monthly Unemployment Rate,2010M09,25 - 74 years,Both sexes,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2010M09,25 - 74 years,Male,%,14.8
Seasonally Adjusted Monthly Unemployment Rate,2010M09,25 - 74 years,Female,%,9.9
Seasonally Adjusted Monthly Unemployment Rate,2010M10,15 - 24 years,Both sexes,%,30.3
Seasonally Adjusted Monthly Unemployment Rate,2010M10,15 - 24 years,Male,%,36.3
Seasonally Adjusted Monthly Unemployment Rate,2010M10,15 - 24 years,Female,%,24.1
Seasonally Adjusted Monthly Unemployment Rate,2010M10,15 - 74 years,Both sexes,%,15.5
Seasonally Adjusted Monthly Unemployment Rate,2010M10,15 - 74 years,Male,%,18
Seasonally Adjusted Monthly Unemployment Rate,2010M10,15 - 74 years,Female,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2010M10,25 - 74 years,Both sexes,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2010M10,25 - 74 years,Male,%,15.2
Seasonally Adjusted Monthly Unemployment Rate,2010M10,25 - 74 years,Female,%,10.5
Seasonally Adjusted Monthly Unemployment Rate,2010M11,15 - 24 years,Both sexes,%,30.6
Seasonally Adjusted Monthly Unemployment Rate,2010M11,15 - 24 years,Male,%,36.3
Seasonally Adjusted Monthly Unemployment Rate,2010M11,15 - 24 years,Female,%,24.7
Seasonally Adjusted Monthly Unemployment Rate,2010M11,15 - 74 years,Both sexes,%,15.7
Seasonally Adjusted Monthly Unemployment Rate,2010M11,15 - 74 years,Male,%,18.1
Seasonally Adjusted Monthly Unemployment Rate,2010M11,15 - 74 years,Female,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2010M11,25 - 74 years,Both sexes,%,13.2
Seasonally Adjusted Monthly Unemployment Rate,2010M11,25 - 74 years,Male,%,15.3
Seasonally Adjusted Monthly Unemployment Rate,2010M11,25 - 74 years,Female,%,10.6
Seasonally Adjusted Monthly Unemployment Rate,2010M12,15 - 24 years,Both sexes,%,30.2
Seasonally Adjusted Monthly Unemployment Rate,2010M12,15 - 24 years,Male,%,36.3
Seasonally Adjusted Monthly Unemployment Rate,2010M12,15 - 24 years,Female,%,23.9
Seasonally Adjusted Monthly Unemployment Rate,2010M12,15 - 74 years,Both sexes,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2010M12,15 - 74 years,Male,%,18.1
Seasonally Adjusted Monthly Unemployment Rate,2010M12,15 - 74 years,Female,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2010M12,25 - 74 years,Both sexes,%,13.2
Seasonally Adjusted Monthly Unemployment Rate,2010M12,25 - 74 years,Male,%,15.3
Seasonally Adjusted Monthly Unemployment Rate,2010M12,25 - 74 years,Female,%,10.6
Seasonally Adjusted Monthly Unemployment Rate,2011M01,15 - 24 years,Both sexes,%,29.9
Seasonally Adjusted Monthly Unemployment Rate,2011M01,15 - 24 years,Male,%,36
Seasonally Adjusted Monthly Unemployment Rate,2011M01,15 - 24 years,Female,%,23.4
Seasonally Adjusted Monthly Unemployment Rate,2011M01,15 - 74 years,Both sexes,%,15.4
Seasonally Adjusted Monthly Unemployment Rate,2011M01,15 - 74 years,Male,%,17.8
Seasonally Adjusted Monthly Unemployment Rate,2011M01,15 - 74 years,Female,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2011M01,25 - 74 years,Both sexes,%,13
Seasonally Adjusted Monthly Unemployment Rate,2011M01,25 - 74 years,Male,%,15
Seasonally Adjusted Monthly Unemployment Rate,2011M01,25 - 74 years,Female,%,10.6
Seasonally Adjusted Monthly Unemployment Rate,2011M02,15 - 24 years,Both sexes,%,29.2
Seasonally Adjusted Monthly Unemployment Rate,2011M02,15 - 24 years,Male,%,35.7
Seasonally Adjusted Monthly Unemployment Rate,2011M02,15 - 24 years,Female,%,22.2
Seasonally Adjusted Monthly Unemployment Rate,2011M02,15 - 74 years,Both sexes,%,15.1
Seasonally Adjusted Monthly Unemployment Rate,2011M02,15 - 74 years,Male,%,17.6
Seasonally Adjusted Monthly Unemployment Rate,2011M02,15 - 74 years,Female,%,12.1
Seasonally Adjusted Monthly Unemployment Rate,2011M02,25 - 74 years,Both sexes,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2011M02,25 - 74 years,Male,%,14.8
Seasonally Adjusted Monthly Unemployment Rate,2011M02,25 - 74 years,Female,%,10.4
Seasonally Adjusted Monthly Unemployment Rate,2011M03,15 - 24 years,Both sexes,%,28.7
Seasonally Adjusted Monthly Unemployment Rate,2011M03,15 - 24 years,Male,%,35.4
Seasonally Adjusted Monthly Unemployment Rate,2011M03,15 - 24 years,Female,%,21.4
Seasonally Adjusted Monthly Unemployment Rate,2011M03,15 - 74 years,Both sexes,%,14.9
Seasonally Adjusted Monthly Unemployment Rate,2011M03,15 - 74 years,Male,%,17.4
Seasonally Adjusted Monthly Unemployment Rate,2011M03,15 - 74 years,Female,%,11.9
Seasonally Adjusted Monthly Unemployment Rate,2011M03,25 - 74 years,Both sexes,%,12.7
Seasonally Adjusted Monthly Unemployment Rate,2011M03,25 - 74 years,Male,%,14.7
Seasonally Adjusted Monthly Unemployment Rate,2011M03,25 - 74 years,Female,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2011M04,15 - 24 years,Both sexes,%,28.5
Seasonally Adjusted Monthly Unemployment Rate,2011M04,15 - 24 years,Male,%,35.3
Seasonally Adjusted Monthly Unemployment Rate,2011M04,15 - 24 years,Female,%,21.1
Seasonally Adjusted Monthly Unemployment Rate,2011M04,15 - 74 years,Both sexes,%,15
Seasonally Adjusted Monthly Unemployment Rate,2011M04,15 - 74 years,Male,%,17.4
Seasonally Adjusted Monthly Unemployment Rate,2011M04,15 - 74 years,Female,%,12
Seasonally Adjusted Monthly Unemployment Rate,2011M04,25 - 74 years,Both sexes,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2011M04,25 - 74 years,Male,%,14.7
Seasonally Adjusted Monthly Unemployment Rate,2011M04,25 - 74 years,Female,%,10.5
Seasonally Adjusted Monthly Unemployment Rate,2011M05,15 - 24 years,Both sexes,%,28.6
Seasonally Adjusted Monthly Unemployment Rate,2011M05,15 - 24 years,Male,%,35.4
Seasonally Adjusted Monthly Unemployment Rate,2011M05,15 - 24 years,Female,%,21.1
Seasonally Adjusted Monthly Unemployment Rate,2011M05,15 - 74 years,Both sexes,%,15
Seasonally Adjusted Monthly Unemployment Rate,2011M05,15 - 74 years,Male,%,17.4
Seasonally Adjusted Monthly Unemployment Rate,2011M05,15 - 74 years,Female,%,12.1
Seasonally Adjusted Monthly Unemployment Rate,2011M05,25 - 74 years,Both sexes,%,13
Seasonally Adjusted Monthly Unemployment Rate,2011M05,25 - 74 years,Male,%,14.8
Seasonally Adjusted Monthly Unemployment Rate,2011M05,25 - 74 years,Female,%,10.7
Seasonally Adjusted Monthly Unemployment Rate,2011M06,15 - 24 years,Both sexes,%,28.9
Seasonally Adjusted Monthly Unemployment Rate,2011M06,15 - 24 years,Male,%,35.7
Seasonally Adjusted Monthly Unemployment Rate,2011M06,15 - 24 years,Female,%,21.5
Seasonally Adjusted Monthly Unemployment Rate,2011M06,15 - 74 years,Both sexes,%,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011M06,15 - 74 years,Male,%,17.6
Seasonally Adjusted Monthly Unemployment Rate,2011M06,15 - 74 years,Female,%,12.3
Seasonally Adjusted Monthly Unemployment Rate,2011M06,25 - 74 years,Both sexes,%,13.2
Seasonally Adjusted Monthly Unemployment Rate,2011M06,25 - 74 years,Male,%,15.1
Seasonally Adjusted Monthly Unemployment Rate,2011M06,25 - 74 years,Female,%,10.8
Seasonally Adjusted Monthly Unemployment Rate,2011M07,15 - 24 years,Both sexes,%,29.4
Seasonally Adjusted Monthly Unemployment Rate,2011M07,15 - 24 years,Male,%,36
Seasonally Adjusted Monthly Unemployment Rate,2011M07,15 - 24 years,Female,%,22.1
Seasonally Adjusted Monthly Unemployment Rate,2011M07,15 - 74 years,Both sexes,%,15.5
Seasonally Adjusted Monthly Unemployment Rate,2011M07,15 - 74 years,Male,%,17.8
Seasonally Adjusted Monthly Unemployment Rate,2011M07,15 - 74 years,Female,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2011M07,25 - 74 years,Both sexes,%,13.5
Seasonally Adjusted Monthly Unemployment Rate,2011M07,25 - 74 years,Male,%,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011M07,25 - 74 years,Female,%,11.3
Seasonally Adjusted Monthly Unemployment Rate,2011M08,15 - 24 years,Both sexes,%,30.4
Seasonally Adjusted Monthly Unemployment Rate,2011M08,15 - 24 years,Male,%,37.1
Seasonally Adjusted Monthly Unemployment Rate,2011M08,15 - 24 years,Female,%,22.8
Seasonally Adjusted Monthly Unemployment Rate,2011M08,15 - 74 years,Both sexes,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2011M08,15 - 74 years,Male,%,18
Seasonally Adjusted Monthly Unemployment Rate,2011M08,15 - 74 years,Female,%,12.7
Seasonally Adjusted Monthly Unemployment Rate,2011M08,25 - 74 years,Both sexes,%,13.4
Seasonally Adjusted Monthly Unemployment Rate,2011M08,25 - 74 years,Male,%,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011M08,25 - 74 years,Female,%,11.2
Seasonally Adjusted Monthly Unemployment Rate,2011M09,15 - 24 years,Both sexes,%,29.9
Seasonally Adjusted Monthly Unemployment Rate,2011M09,15 - 24 years,Male,%,36.3
Seasonally Adjusted Monthly Unemployment Rate,2011M09,15 - 24 years,Female,%,22.6
Seasonally Adjusted Monthly Unemployment Rate,2011M09,15 - 74 years,Both sexes,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2011M09,15 - 74 years,Male,%,17.9
Seasonally Adjusted Monthly Unemployment Rate,2011M09,15 - 74 years,Female,%,12.9
Seasonally Adjusted Monthly Unemployment Rate,2011M09,25 - 74 years,Both sexes,%,13.5
Seasonally Adjusted Monthly Unemployment Rate,2011M09,25 - 74 years,Male,%,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011M09,25 - 74 years,Female,%,11.4
Seasonally Adjusted Monthly Unemployment Rate,2011M10,15 - 24 years,Both sexes,%,30.4
Seasonally Adjusted Monthly Unemployment Rate,2011M10,15 - 24 years,Male,%,36.6
Seasonally Adjusted Monthly Unemployment Rate,2011M10,15 - 24 years,Female,%,23.2
Seasonally Adjusted Monthly Unemployment Rate,2011M10,15 - 74 years,Both sexes,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2011M10,15 - 74 years,Male,%,18
Seasonally Adjusted Monthly Unemployment Rate,2011M10,15 - 74 years,Female,%,12.7
Seasonally Adjusted Monthly Unemployment Rate,2011M10,25 - 74 years,Both sexes,%,13.3
Seasonally Adjusted Monthly Unemployment Rate,2011M10,25 - 74 years,Male,%,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011M10,25 - 74 years,Female,%,11.1
Seasonally Adjusted Monthly Unemployment Rate,2011M11,15 - 24 years,Both sexes,%,30.8
Seasonally Adjusted Monthly Unemployment Rate,2011M11,15 - 24 years,Male,%,36.8
Seasonally Adjusted Monthly Unemployment Rate,2011M11,15 - 24 years,Female,%,23.9
Seasonally Adjusted Monthly Unemployment Rate,2011M11,15 - 74 years,Both sexes,%,15.8
Seasonally Adjusted Monthly Unemployment Rate,2011M11,15 - 74 years,Male,%,18.1
Seasonally Adjusted Monthly Unemployment Rate,2011M11,15 - 74 years,Female,%,13
Seasonally Adjusted Monthly Unemployment Rate,2011M11,25 - 74 years,Both sexes,%,13.5
Seasonally Adjusted Monthly Unemployment Rate,2011M11,25 - 74 years,Male,%,15.3
Seasonally Adjusted Monthly Unemployment Rate,2011M11,25 - 74 years,Female,%,11.2
Seasonally Adjusted Monthly Unemployment Rate,2011M12,15 - 24 years,Both sexes,%,31.2
Seasonally Adjusted Monthly Unemployment Rate,2011M12,15 - 24 years,Male,%,37.6
Seasonally Adjusted Monthly Unemployment Rate,2011M12,15 - 24 years,Female,%,24
Seasonally Adjusted Monthly Unemployment Rate,2011M12,15 - 74 years,Both sexes,%,16.1
Seasonally Adjusted Monthly Unemployment Rate,2011M12,15 - 74 years,Male,%,18.4
Seasonally Adjusted Monthly Unemployment Rate,2011M12,15 - 74 years,Female,%,13.3
Seasonally Adjusted Monthly Unemployment Rate,2011M12,25 - 74 years,Both sexes,%,13.8
Seasonally Adjusted Monthly Unemployment Rate,2011M12,25 - 74 years,Male,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2011M12,25 - 74 years,Female,%,11.6
Seasonally Adjusted Monthly Unemployment Rate,2012M01,15 - 24 years,Both sexes,%,30.4
Seasonally Adjusted Monthly Unemployment Rate,2012M01,15 - 24 years,Male,%,37.1
Seasonally Adjusted Monthly Unemployment Rate,2012M01,15 - 24 years,Female,%,23.2
